	< 1 page >
번호|		지점명			|			  주소  			|	전화번호
 2	|	경남사천시삼천포점 	|	경남사천시벌리로17	|	055-833-4498
 3	|	경남진주시중앙상봉점 	|	경남진주시진주성로87	|	055-746-4479
 4	|	경남진주시상대점 	|	경남진주시돗골로117번길4	|	055-753-7856
 5	|	경남김해시한림점 	|	경남김해시한림면한림로422번길4-2	|	055-345-9676
 6	|	경남창원시상남점 	|	경남창원시성산구토월로80	|	055-282-1157
 7	|	경남김해시삼계점 	|	경남김해시가야로157번길17-18	|	055-339-9288
 8	|	경남진주시금산점 	|	경남진주시금산면금산로52번길4	|	055-761-0144
 9	|	경남함양군함양점 	|	경남함양군함양읍용평길8	|	055-963-6446
 10	|	경남창원시내서삼계점 	|	경남창원시마산회원구내서읍삼계숲길27	|	055-231-9989
 11	|	경남김해시삼방점 	|	경남김해시삼안로158	|	055-335-4492
 12	|	경남양산시덕계1호점 	|	경남양산시평산남4길8	|	055-367-4780
 13	|	경남창원시반송1호점 	|	경남창원시의창구용지로153번길10	|	055-266-4499
 14	|	경남김해시외동점 	|	경남김해시함박로51	|	055-312-4492
 15	|	경남양산시범어점 	|	경남양산시물금읍화합길26	|	055-382-9299
 16	|	경남김해시팔판점 	|	경남김해시팔판로32	|	055-314-4492
 17	|	경남김해시진례점 	|	경남김해시진례면송현로57	|	055-346-4469
 18	|	경남마산시해운점 	|	경남창원시마산합포구월영동11길42	|	055-241-8896
 19	|	경남거제시옥포점 	|	경남거제시옥포대첩로7길31	|	055-687-9234
 20	|	경남창원시사파점 	|	경남창원시성산구동산로194	|	055-267-8001
 21	|	경남양산시서창점 	|	경남양산시삼호동부7길10	|	055-366-9255
 22	|	경남거제시상동점 	|	경남거제시거제중앙로1807	|	055-638-4481
 23	|	경남마산시호계점 	|	경남창원시마산회원구내서읍호원로190	|	055-231-5666
 24	|	경남창원시도계점 	|	경남창원시의창구원이대로69번길301층	|	055-265-4492
	< 42 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경남고성군고성점 	|	경남고성군고성읍성내로27	|	055-673-5579
 2	|	경남함안군함안점 	|	경남함안군가야읍함안대로555	|	055-585-9289
 3	|	경남창원시봉곡점 	|	경남창원시의창구봉곡로56	|	055-277-4495
 4	|	경남김해시율하1점 	|	경남김해시율하1로12	|	055-321-4418
 5	|	경남김해시진영점 	|	경남김해시진영읍장등로19번길67101호	|	055-342-4485
 6	|	경남하동군하동점 	|	경남하동군하동읍중앙로18	|	055-884-4431
 7	|	경남창원시진동점 	|	경남창원시마산합포구진동면삼진의거대로639	|	055-271-9444
 8	|	경남거제시아주점 	|	경남거제시용소1길94	|	055-681-4442
 9	|	경남창원시창동점 	|	경남창원시마산합포구남성로130-1	|	055-222-4492
 10	|	경남거제시지세포점 	|	경남거제시일운면거제대로2491103호	|	055-681-9892
 11	|	경남통영시죽림점 	|	경남통영시광도면죽림3로43-11	|	055-649-4479
 12	|	경남창원시중앙여좌점 	|	경남창원시진해구편백로14번길12-1	|	055-542-9942
 13	|	경남함안군군북점 	|	경남함안군군북면중암7길12	|	055-584-9289
 14	|	경남창원시NC다이노스점 	|	경남창원시마산회원구삼호로63	|	NotPhone
 15	|	경남창원시회원점 	|	경남창원시마산회원구북성로166	|	055-248-1794
 16	|	경남진주시판문점 	|	경남진주시새평거로75상가-104호	|	055-745-4479
 17	|	경남창원시소답점 	|	경남창원시의창구읍성로17번길8	|	055-251-4479
 18	|	경남밀양시내일점 	|	경남밀양시약산로33	|	055-353-4992
 19	|	경남사천시사천점(B) 	|	경남사천시정동면진삼로1324	|	055-852-4479
 20	|	경남의령군의령점 	|	경남의령군의령읍의병로20길25-3	|	055-572-4492
 21	|	경남밀양시삼문점 	|	경남밀양시미리벌중앙로85	|	055-356-7077
 22	|	경남창원시감계점 	|	경남창원시의창구북면감계로297휴먼빌아파	|	055-298-4417
 23	|	경남진주시문산혁신점 	|	경남진주시문산읍소문길21	|	055-756-4477
 24	|	경남함양군서하점 	|	경남함양군서하면함양남서로3938	|	055-963-9266
	< 43 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경남창원시북면온천점 	|	경남창원시의창구북면천주로1165번길21	|	055-298-8899
 2	|	경남김해시동상점 	|	경남김해시호계로510	|	055-332-4479
 3	|	경남창원시명곡점 	|	경남창원시의창구명지로84번길9	|	055-288-4479
 4	|	경남양산시증산1호점 	|	경남양산시물금읍백호2길17-10	|	055-384-4492
 5	|	경남양산시석산점 	|	경남양산시동면금오7길6	|	055-382-4479
 6	|	경남창녕군남지점 	|	경남창녕군남지읍남지중앙2길69103-1호	|	055-536-9277
 7	|	경남양산시어곡점 	|	경남양산시어실로155	|	055-910-5595
 8	|	경남거제시거제면점 	|	경남거제시거제면읍내로45	|	055-632-9266
 9	|	경남창원시석전점 	|	경남창원시마산회원구석전남8길59	|	055-255-4492
 10	|	경남합천군합천점 	|	경남합천군합천읍충효로98-17	|	055-932-0015
 11	|	경남창원시가음점 	|	경남창원시성산구가양로48-1	|	055-283-9989
 12	|	경남창원시풍호점 	|	경남창원시진해구풍호로61	|	055-547-4492
 13	|	경남창원시동읍점 	|	경남창원시의창구동읍의창대로868-1	|	055-292-4479
 14	|	경남창원시용원점 	|	경남창원시진해구안골로348	|	055-552-4492
 15	|	경남창원시합성1호점(B) 	|	경남창원시마산회원구합성동6길13	|	055-255-4479
 16	|	경남진주시도동점 	|	경남진주시대신로363	|	055-763-4482
 17	|	경남진주시가호점 	|	경남진주시진주대로542번길7	|	055-756-2008
 18	|	경남남해군남해점 	|	경남남해군남해읍화전로78번가길23	|	055-864-1700
 19	|	경남진주시망경점 	|	경남진주시진주대로953번길10	|	055-763-4492
 20	|	경남거제시장평점 	|	경남거제시장평2로2길10	|	055-632-4492
 21	|	경남양산시남부점 	|	경남양산시양주로42	|	055-382-4492
 22	|	경남창원시양덕1호점 	|	경남창원시마산회원구양덕북10길8	|	055-251-4492
 23	|	경남진해시석동점 	|	경남창원시진해구진해대로801번길14	|	055-551-4492
 24	|	경남거창군거창1점 	|	경남거창군거창읍아림로47-1	|	055-943-4479
	< 44 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경남통영시봉평미수점 	|	경남통영시서송정1길32-3	|	055-645-6737
 2	|	경남창원시팔용점 	|	경남창원시의창구남산로1번길52	|	055-297-4491
 3	|	경남창원시대방점 	|	경남창원시성산구대암로1161층	|	055-285-4492
 4	|	경남남해군상주점 	|	경남남해군상주면남해대로697	|	055-862-9049
 5	|	경남김해시장유1호점 	|	경남김해시능동로7번길15	|	055-311-4999
 6	|	경남창원시반지점 	|	경남창원시성산구반송로22	|	055-237-4479
 7	|	경남창녕군창녕점 	|	경남창녕군창녕읍창녕대로37	|	055-532-4475
 8	|	전북전주시서신점 	|	전북전주시완산구서신천변11길22	|	063-272-4492
 9	|	전북전주시송천점 	|	전북전주시덕진구천마산로12	|	063-255-4492
 10	|	전북전주시중화산점 	|	전북전주시완산구메너머1길29	|	063-223-4492
 11	|	전북전주시호성점 	|	전북전주시덕진구소리로198	|	063-247-4492
 12	|	전북전주시평화1점 	|	전북전주시완산구평화17길10	|	063-228-4492
 13	|	전북익산시부송점 	|	전북익산시부송로14길21	|	063-835-4492
 14	|	전북김제시김제점 	|	전북김제시동서로232	|	063-545-4492
 15	|	전북정읍시시기점 	|	전북정읍시천변로350-1	|	063-532-4492
 16	|	전북남원시남원점 	|	전북남원시동충동336번지1층	|	063-636-4492 
 17	|	전북고창군고창점 	|	전북고창군고창읍성산3길3	|	063-563-4481
 18	|	전북전주시진북인후점 	|	전북전주시덕진구팔달로346	|	063-278-4483
 19	|	전북전주시서학중앙점(B) 	|	전북전주시완산구서학1길2	|	063-231-4492
 20	|	전북군산시옥서점 	|	전북군산시옥서면옥구저수지로217	|	063-463-4492
 21	|	전북군산시소룡산북점 	|	전북군산시동아로130	|	063-468-4434
 22	|	전북무주군무주스키점 	|	전북무주군설천면구천동1로6	|	063-322-4479
 23	|	전남광양시중동점 	|	전남광양시광장로120	|	061-793-4492
 24	|	전남여수시안산점 	|	전남여수시도원로186	|	061-683-4482
	< 45 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	전남여수시서교점 	|	전남여수시서교3길3-2	|	061-642-4492
 2	|	전남여수시국동점 	|	전남여수시구봉산길15-2	|	061-642-9282
 3	|	전남광양시광영점 	|	전남광양시금영로181	|	061-795-4492
 4	|	전남순천시삼산점 	|	전남순천시중앙로292	|	061-754-4492
 5	|	전남순천시중앙점 	|	전남순천시장명로10	|	061-745-9244
 6	|	전남순천시왕지점 	|	전남순천시연동남길35	|	061-727-4492
 7	|	전북정읍시수성점 	|	전북정읍시수성1로55-14	|	063-537-4479
 8	|	전북군산시나운2점 	|	전북군산시나운안2길11	|	063-466-4479
 9	|	전북군산시조촌점 	|	전북군산시진포로169	|	063-446-4492
 10	|	전남순천시조례점 	|	전남순천시비봉길86	|	061-723-7799
 11	|	전북익산시신동남중점 	|	전북익산시익산대로70길23	|	063-851-4492
 12	|	전남순천시금당지구점 	|	전남순천시해룡면조례못등길118	|	061-722-7799
 13	|	전남순천시연향점 	|	전남순천시연향번영4길30	|	061-722-4492
 14	|	전북군산시수송점 	|	전북군산시수송7길21	|	063-465-4482
 15	|	전남구례군구례지리산온천점 	|	전남구례군산동면하관1길26	|	061-782-4479
 16	|	전남여수시여서점 	|	전남여수시대치3길13-1	|	061-651-5673
 17	|	전북익산시영등점 	|	전북익산시고봉로255	|	063-853-4492
 18	|	전북완주군혁신점 	|	전북완주군이서면안전로107-3	|	063-225-4479
 19	|	전북전주시효자점 	|	전북전주시완산구강변로120	|	063-227-4482
 20	|	전북군산시나운1점 	|	전북군산시신설2길6-4	|	063-468-4492
 21	|	전북전주시서곡점 	|	전북전주시완산구서곡1길5-12	|	063-271-4492
 22	|	전북완주군삼례우석대점 	|	전북완주군삼례읍동학로83	|	063-291-4479
 23	|	전북무주군무주점 	|	전북무주군무주읍단천로84	|	063-323-4479
 24	|	전북익산시동산점 	|	전북익산시서동로88	|	063-843-4492
	< 46 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	전남광양시광양제철점 	|	전남광양시백운로1638-11	|	061-799-9292
 2	|	전북완주군봉동3공단점 	|	전북완주군봉동읍원둔산3길13	|	063-261-4492
 3	|	전남여수시둔덕점 	|	전남여수시쌍봉로357	|	061-653-4479
 4	|	전북익산시함열점 	|	전북익산시함열읍함열중앙로15	|	063-862-4479
 5	|	전북군산시중앙점 	|	전북군산시중앙로94	|	063-445-4479
 6	|	전북군산시오식도점 	|	전북군산시가도로177	|	063-468-9295
 7	|	전북익산시모현점 	|	전북익산시고현로14길8-1	|	063-852-4492
 8	|	전북전주시삼천점 	|	전북전주시완산구거마남로58	|	063-224-4452
 9	|	전북전주시아중점 	|	전북전주시덕진구동가재미3길8	|	063-242-9225
 10	|	전북부안읍부안점 	|	전라북도부안군부안읍수정길5	|	063-581-4490
 11	|	전남광양시광양점 	|	전남광양시광양읍인서4길23	|	061-761-4492
 12	|	전북군산시군산대점 	|	전북군산시미제1길5-4	|	063-461-4492
 13	|	전남순천시남제점 	|	전남순천시우석로73-1	|	061-741-4492
 14	|	전남광양시마동점 	|	전남광양시사동로81-1	|	061-792-8244
 15	|	전남순천시신대점 	|	전남순천시해룡면좌야로101	|	061-723-4479
 16	|	전남여수시무선지구점 	|	전남여수시무선3길6	|	061-683-9982
 17	|	전북전주시덕진전북대점 	|	전북전주시덕진구명륜5길19-6	|	063-253-4482
 18	|	전북전주시동산점 	|	전북전주시덕진구쪽구름5길5	|	063-212-4492
 19	|	전북전주시전주대점 	|	전북전주시완산구효자로92	|	063-236-4492
 20	|	전남여수시신기점 	|	전남여수시새터로93	|	061-684-0082
 21	|	광주북구오치매곡점 	|	광주북구안산로70	|	062-269-9988
 22	|	전남영광군영광점 	|	전남영광군영광읍신남로213-1	|	061-351-1554
 23	|	광주광산구운남점 	|	광주광산구월곡로30-1	|	062-952-9994
 24	|	광주북구동림점 	|	광주북구동림용산로29	|	062-513-9995
	< 47 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	전남목포시하당1점 	|	전남목포시백년대로297번길12-2	|	061-285-9997
 2	|	광주서구금호점 	|	광주서구금화로73번길16	|	062-383-9935
 3	|	전남목포시용해점 	|	전남목포시용당로331번길88	|	061-279-4492
 4	|	전남목포시연산점 	|	전남목포시연산로159번길22	|	061-273-4999
 5	|	전남보성군보성점 	|	전남보성군보성읍중앙로46-11	|	061-853-9713
 6	|	전남목포시하당2점 	|	전남목포시삼향천로35	|	061-283-9936
 7	|	전남강진군강진점 	|	전남강진군강진읍중앙로99-3	|	061-433-9954
 8	|	광주북구일곡점 	|	광주북구송해로34	|	062-575-4492
 9	|	광주서구풍암점 	|	광주서구풍암신암로26	|	062-655-9982
 10	|	전남화순군화순점 	|	전남화순군화순읍만연로37	|	061-375-4492
 11	|	광주광산구첨단1호점 	|	광주광산구산월로64	|	062-974-4492
 12	|	광주북구용봉점 	|	광주북구설죽로202번길52	|	062-522-4492
 13	|	광주북구양산점 	|	광주북구양산택지로79번길15	|	062-576-9995
 14	|	광주서구상무점 	|	광주서구상무평화로102	|	062-383-4492
 15	|	광주남구진월점 	|	광주남구서문대로663번길16	|	062-674-4492
 16	|	광주광산구송정1점 	|	광주광산구남동길30번길48	|	062-945-4492
 17	|	광주서구화정1점 	|	광주서구염화로57번길20	|	062-375-4492
 18	|	전남고흥군고흥점 	|	전남고흥군고흥읍봉황길10	|	061-834-3777
 19	|	광주북구두암1점 	|	광주북구삼정로139	|	062-251-4492
 20	|	광주서구쌍촌1점 	|	광주서구상일로24번길11	|	062-382-4492
 21	|	전남해남군해남점 	|	전남해남군해남읍중앙1로167-1	|	061-537-6692
 22	|	광주남구방림양림점 	|	광주남구방림로2	|	062-655-4492
 23	|	광주광산구우산소촌점 	|	광주광산구우산로96번길78	|	062-941-9940
 24	|	광주남구주월점 	|	광주남구회서로15	|	062-651-4492
	< 48 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	광주북구중흥점 	|	광주북구당뫼로57	|	062-524-9992
 2	|	전남보성군벌교점 	|	전남보성군벌교읍채동선로259-1	|	061-857-4492
 3	|	전남나주시나주점 	|	전남나주시나주로81	|	061-333-4492
 4	|	광주광산구수완1점 	|	광주광산구장덕로95번길45	|	062-959-9929
 5	|	광주동구학동점 	|	광주동구천변우로603	|	062-222-4492
 6	|	광주서구동천점 	|	광주서구동천로10번길24	|	062-512-4492
 7	|	전남완도군완도점 	|	전남완도군완도읍개포로177번길11	|	061-554-4492
 8	|	광주남구월산까치점 	|	광주남구독립로87	|	062-365-8299
 9	|	전남장흥군장흥점 	|	전남장흥군장흥읍북부로39	|	061-864-4479
 10	|	광주광산구산정점 	|	광주광산구하남대로54번안길59	|	062-951-4479
 11	|	전남함평군함평점 	|	전남함평군함평읍중앙길172-1	|	061-324-4492
 12	|	전남목포시석현점(B) 	|	전남목포시텃골로33번길53	|	061-284-9942
 13	|	전남진도군진도점 	|	전남진도군진도읍남문길47	|	061-542-7557
 14	|	광주북구첨단2지구점 	|	광주북구임방울대로1042번길14-20	|	062-576-4492
 15	|	광주남구효천점 	|	광주남구효우로230번길35	|	062-671-4492
 16	|	광주광산구선운점 	|	광주광산구선운중앙로43	|	062-941-4492
 17	|	전남나주시영산포점 	|	전남나주시남교1길6-15	|	061-333-4447
 18	|	전남해남군우수영점 	|	전남해남군문내면동영길22-1	|	061-532-4492
 19	|	전남무안군목포대점 	|	전남무안군청계면도림길90	|	061-452-0792
 20	|	전남고흥군녹동점 	|	전라남도고흥군도양읍비봉로129-2	|	061-844-4492
 21	|	광주북구문흥점 	|	광주북구면앙로32번길29	|	062-252-4492
 22	|	전남영암군삼호점 	|	전남영암군삼호읍대불주거로1길80	|	061-462-4492
 23	|	광주동구산수점 	|	광주동구필문대로179	|	062-222-5992
 24	|	전남무안군무안점 	|	전남무안군무안읍하마로31	|	061-454-9992
	< 49 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	광주남구봉선1점 	|	광주남구봉선1로66	|	062-652-4492
 2	|	광주광산구신가점 	|	광주광산구신창로35번길87	|	062-955-9289
 3	|	전남무안군남악점 	|	전남무안군삼향읍남악2로74번길42상가106호	|	061-285-9208
 4	|	전남목포시삼학점 	|	전남목포시산정로22번길20	|	061-273-2121
 5	|	전남나주시나주혁신도시점 	|	전남나주시빛가람로789	|	061-332-4492
 6	|	전남담양군담양점 	|	전남담양군담양읍죽향대로1195	|	061-383-4492
 7	|	제주제주시용담점 	|	제주제주시용문로157	|	064-713-4482
 8	|	제주제주시노형점 	|	제주제주시연화로1길24	|	064-745-4492
 9	|	제주제주시외도점 	|	제주제주시일주서로7312	|	064-747-4490
 10	|	제주제주시화북삼양점 	|	제주제주시진남로6길9	|	064-724-4492
 11	|	제주서귀포시중문점 	|	제주서귀포시천제연로191	|	064-738-7792
 12	|	제주서귀포시서귀포1점 	|	제주서귀포시일주동로8600	|	064-763-4492
 13	|	제주서귀포시성산점 	|	제주서귀포시성산읍고성동서로56번길18	|	064-782-4492
 14	|	제주서귀포시서귀포2호점 	|	제주서귀포시장수로98	|	064-732-4479
 15	|	제주제주시도남점 	|	제주제주시독짓골4길11	|	064-752-4492
 16	|	제주서귀포시강정해군기지점 	|	제주서귀포시강정동2735	|	064-738-4479
 17	|	제주서귀포시신시가지점 	|	제주특별자치도서귀포시신북로17	|	064-739-4401
 18	|	제주서귀포시대정점 	|	제주서귀포시대정읍하모항구로6번길27	|	064-794-3336
 19	|	제주서귀포시표선점 	|	제주서귀포시표선면표선동서로288	|	064-787-4492
 20	|	제주제주시일도점 	|	제주특별자치도제주시청귤로3길51	|	064-727-4492
 21	|	제주제주시애월점 	|	제주제주시애월읍곽지5길1	|	064-799-4492
 22	|	제주제주시연동점 	|	제주제주시삼무로82	|	064-749-4492
 23	|	제주제주시한림점 	|	제주제주시한림읍한림중앙로46	|	064-796-4452
 24	|	제주제주시아라점 	|	제주제주시중앙로578	|	064-726-4479
	< 50 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	제주제주시조천함덕점 	|	제주제주시조천읍함덕20길3	|	064-784-9945
 2	|	서울구로구고척스카이돔점 	|	서울구로구경인로430B-5	|	02-2688-7721
